xloc,yloc,sentence,parse,modparse
5.27,5.1,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.29,6.26,on the far half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.87,6.17,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.46,5.29,in the near half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.99,6.85,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.84,5.44,somewhat far behind the far right corner of the table,(S1 (ADJP (RB somewhat) (RB far) (PP (IN behind) (NP (NP (DT the) (ADJP (RB far) (JJ right)) (NN corner)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (RB somewhat) (RB far) (IN behind)) (LANDMARK-PHRASE (LANDMARK (DT the) (RB far) (JJ right) (NN corner)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.68,6.15,in the middle of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.25,6.14,in the middle of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.89,5.19,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.06,5.87,not very far in front of the near edge of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN edge)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB far) (IN in) (NN front) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN edge)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.95,5.17,not very far to the right of the left edge of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN edge)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB far) (TO to) (DT the) (NN right) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN edge)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.88,6.94,not very near to the right of the center of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB near) (TO to) (DT the) (NN right) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN center)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.46,6.41,not very far in front of the near right corner of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ near) (JJ right) (NN corner)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB far) (IN in) (NN front) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (JJ right) (NN corner)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.42,6.82,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.04,6.2,on the left half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.71,6.69,in the right half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.66,6.62,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.07,5.4,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.54,6.65,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.11,5.61,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.74,5.75,in the near half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.54,5.25,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.34,6.65,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.38,6.97,on the left half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.97,6.26,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.9,5.9,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.68,5.88,in the middle of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.88,5.79,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.9,6.95,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.72,6.47,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.98,5.37,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.32,5.68,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.88,5.13,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.78,6.88,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.59,6.16,on the far half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.26,6.65,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.18,6.62,on the left half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.58,6.7,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.84,6.35,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.58,5.15,not very near to the left of the right edge of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB near) (TO to) (DT the) (NN left) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN edge)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.81,5.07,in the right half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.97,6.5,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.48,5.36,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.52,6.65,on the far half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.09,5.37,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.69,6.6,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.48,6.54,not very far to the left of the right edge of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB far) (TO to) (DT the) (NN left) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN edge)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.47,5.75,in the middle of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
6.0,5.3,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.58,6.13,on the far half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.39,5.59,on the middle of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.32,6.07,not very near to the left of the near half of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB near) (TO to) (DT the) (NN left) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.6,6.65,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.6,6.59,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.87,5.92,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.6,5.89,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.3,5.63,not very near to the right of the left side of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB near) (TO to) (DT the) (NN right) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN side)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.52,5.84,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.53,5.51,on the middle of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.23,6.38,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.81,6.18,on the far half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.25,6.79,on the far half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.62,6.33,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.75,6.17,in the right half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.95,6.01,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.9,6.73,not very far in front of the center of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB far) (IN in) (NN front) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN center)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.8,5.12,in the right half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
6.0,6.17,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.89,6.85,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.86,5.29,in the near half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.91,5.79,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.69,5.4,not very near in front of the near end of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN end)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB near) (IN in) (NN front) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN end)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.42,6.79,on the left half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.19,5.05,not very near to the right of the near left corner of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (ADJP (RB near) (VBN left)) (NN corner)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB near) (TO to) (DT the) (NN right) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (RB near) (VBN left) (NN corner)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.28,6.48,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.06,6.72,somewhat far to the right of the near left corner of the table,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (ADJP (RB near) (VBN left)) (NN corner)) (PP (IN of) (NP (DT the) (NN table))))))))),(LOCATION-PHRASE (RELATION (RB somewhat) (RB far) (TO to) (DT the) (NN right) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (RB near) (VBN left) (NN corner)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.32,6.2,in the middle of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.6,5.71,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.75,5.18,in the near half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
