loc_x,loc_y,sentence,parsetree
5.45,6.26,not very near in front of the near end of the right edge of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN end)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN table))))))))))))
5.94,5.1,somewhat far behind the middle of the edge of the left half of the table surface,(S1 (ADJP (RB somewhat) (RB far) (PP (IN behind) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table) (NN surface)))))))))))
5.34,5.1,not very near to the near edge of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (JJ near) (NN edge)) (PP (IN of) (NP (DT the) (NN cup))))))))
5.85,6.3,not very far to the left corner of the near half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ left) (NN corner)) (PP (IN of) (NP (DT the) (JJ near) (NN half))) (PP (IN of) (NP (DT the) (NN bottle))))))))
5.07,6.71,very far to the near corner of the left half of the cup,(S1 (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ near) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN cup)))))))))
5.49,5.12,very far from the middle of the edge of the near half of the bottle,(S1 (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))))
5.46,5.42,on the left half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.39,5.1,somewhat near to the right of the left side of the far edge of the table,(S1 (ADJP (RB somewhat) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN table)))))))))))
5.35,6.7,on the table surface,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))) (NP (NN surface))))
5.68,5.76,somewhat far behind the left side of the edge of the far half of the table,(S1 (ADJP (RB somewhat) (RB far) (PP (IN behind) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))))))
5.62,6.98,not very far in front of the near half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.75,5.37,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table)))))
5.01,6.04,in the table surface,(S1 (S (PP (IN in) (NP (DT the) (NN table))) (VP (VBP surface))))
5.69,5.24,somewhat far to the middle of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN bottle)))))))
5.05,6.33,not very near to the left of the right corner of the near half of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN corner)) (PP (IN of) (NP (DT the) (JJ near) (NN half))) (PP (IN of) (NP (DT the) (NN cup))))))))))
5.26,6.7,somewhat far to the center of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (DT the) (NN bottle)))))))
5.56,6.25,not very near from the far end of the right edge of the bottle,(S1 (ADVP (RB not) (ADVP (RB very) (RB near)) (PP (IN from) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
5.01,6.29,on the far half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.81,6.54,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table)))))
5.07,6.5,somewhat far to the edge of the near half of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
5.71,6.67,not very near to the right of the middle of the edge of the far half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))))
5.06,6.39,not very near behind the far corner of the right half of the chair,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN behind) (NP (NP (DT the) (JJ far) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN chair))))))))))
5.56,5.3,in the near half of the table surface,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.15,5.45,not very far from the far left corner of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (ADJP (RB far) (JJ left)) (NN corner)) (PP (IN of) (NP (DT the) (NN cup))))))))
5.37,5.88,not very near to the edge of the left half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.26,5.51,in the near half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.7,6.14,very far from the left end of the edge of the far half of the chair,(S1 (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (JJ left) (NN end)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN chair)))))))))))
5.56,6.56,somewhat near to the right of the left corner of the far half of the bottle,(S1 (ADJP (RB somewhat) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))))
5.51,6.44,somewhat far to the right of the right corner of the near half of the chair,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN corner)) (PP (IN of) (NP (DT the) (JJ near) (NN half))) (PP (IN of) (NP (DT the) (NN chair)))))))))
5.4,6.95,very far from the right corner of the near half of the bottle,(S1 (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (JJ right) (NN corner)) (PP (IN of) (NP (DT the) (JJ near) (NN half))) (PP (IN of) (NP (DT the) (NN bottle)))))))
5.47,5.44,not very far from the near right corner of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (JJ near) (JJ right) (NN corner)) (PP (IN of) (NP (DT the) (NN cup))))))))
5.54,6.82,on the far half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.44,6.9,somewhat near to the left of the near end of the table surface,(S1 (ADJP (RB somewhat) (RB near) (PP (TO to) (NP (DT the) (ADJP (VBN left) (PP (IN of) (NP (NP (DT the) (JJ near) (NN end)) (PP (IN of) (NP (DT the) (NN table)))))) (NN surface)))))
5.36,5.41,not very far to the left corner of the near half of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ left) (NN corner)) (PP (IN of) (NP (DT the) (JJ near) (NN half))) (PP (IN of) (NP (DT the) (NN cup))))))))
5.57,5.14,in the table surface,(S1 (S (PP (IN in) (NP (DT the) (NN table))) (VP (VBP surface))))
5.8,5.52,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.81,5.48,somewhat far from the far end of the left edge of the cup,(S1 (ADJP (RB somewhat) (RB far) (PP (IN from) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN edge)) (PP (IN of) (NP (DT the) (NN cup)))))))))
6.0,6.93,in the far half of the table surface,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.35,6.94,very far to the left corner of the far half of the cup,(S1 (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ left) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN cup)))))))))
5.31,5.85,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.69,5.75,on the table surface,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))) (NP (NN surface))))
5.85,6.7,very far from the far corner of the left half of the chair,(S1 (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (JJ far) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN chair)))))))))
5.71,6.02,not very near to the left side of the near edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.25,5.85,not very far to the far edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))
5.53,5.07,on the right half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.6,5.7,not very near to the left of the edge of the right half of the table surface,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table) (NN surface))))))))))))
5.66,5.6,somewhat far from the left side of the near edge of the cup,(S1 (ADJP (RB somewhat) (RB far) (PP (IN from) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN edge)) (PP (IN of) (NP (DT the) (NN cup)))))))))
5.49,6.4,not very near to the left side of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (DT the) (NN bottle))))))))
5.02,6.33,not very far to the far edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))
5.16,6.43,very far to the center of the edge of the right half of the chair,(S1 (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN chair)))))))))))
5.64,5.28,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.58,5.97,not very near to the right side of the edge of the far half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (JJ right) (NN side)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.18,5.01,somewhat near behind the left side of the near edge of the table surface,(S1 (ADJP (RB somewhat) (JJ near) (PP (IN behind) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN edge)) (PP (IN of) (NP (DT the) (NN table) (NN surface)))))))))
5.96,5.99,not very far in front of the left side of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (DT the) (NN cup))))))))))
5.98,5.81,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table)))))
5.92,5.59,very far from the center of the right edge of the cup,(S1 (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN cup)))))))))
5.8,6.4,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.99,6.54,somewhat far to the middle of the edge of the right half of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))))
5.64,5.73,in the middle of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table)))))))
5.63,5.21,in the near half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.05,6.7,somewhat far from the near corner of the right half of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (IN from) (NP (NP (DT the) (JJ near) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
5.99,6.02,in the table surface,(S1 (S (PP (IN in) (NP (DT the) (NN table))) (VP (VBP surface))))
5.06,6.69,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.33,6.96,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.72,5.39,not very far to the right of the center of the chair,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (DT the) (NN chair))))))))))
5.79,6.71,on the far half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.09,6.26,not very far from the right side of the edge of the far half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (JJ right) (NN side)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.84,6.88,not very far to the right side of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ right) (NN side)) (PP (IN of) (NP (DT the) (NN bottle))))))))
5.41,5.23,on the left half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.81,6.8,not very far to the right of the left side of the table surface,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (DT the) (NN table) (NN surface))))))))))
5.74,6.23,on the far half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.74,6.19,not very near from the center of the bottle,(S1 (ADVP (RB not) (ADVP (RB very) (RB near)) (PP (IN from) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (DT the) (NN bottle)))))))
5.48,5.91,on the left half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.73,6.03,not very near to the right of the near half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.91,5.65,not very far from the right side of the far edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (JJ right) (NN side)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.84,6.61,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table)))))
5.97,5.7,in the near half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.22,5.19,not very far behind the far end of the left edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN behind) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.45,5.36,not very far from the center of the edge of the right half of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN cup))))))))))))
5.82,6.4,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table)))))
5.73,6.06,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table)))))
5.47,5.09,not very near to the right of the right side of the far edge of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN side)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN cup))))))))))))
5.07,6.77,somewhat far to the near right corner of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (JJ near) (JJ right) (NN corner)) (PP (IN of) (NP (DT the) (NN bottle)))))))
5.49,5.69,not very far to the right of the middle of the left edge of the chair,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN edge)) (PP (IN of) (NP (DT the) (NN chair))))))))))))
5.18,5.07,not very far behind the left side of the far edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN behind) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.41,6.49,very far from the far edge of the chair,(S1 (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN chair)))))))
5.6,5.77,in the right half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.24,5.03,somewhat near in front of the right corner of the near half of the cup,(S1 (ADJP (RB somewhat) (JJ near) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN corner)) (PP (IN of) (NP (DT the) (JJ near) (NN half))) (PP (IN of) (NP (DT the) (NN cup)))))))))
5.68,5.76,not very near from the right side of the near edge of the bottle,(S1 (ADVP (RB not) (ADVP (RB very) (RB near)) (PP (IN from) (NP (NP (DT the) (JJ right) (NN side)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
5.6,6.79,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.35,6.5,on the left half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.01,5.14,by the near right corner of the cup,(S1 (FRAG (PP (IN by) (NP (NP (DT the) (JJ near) (JJ right) (NN corner)) (PP (IN of) (NP (DT the) (NN cup)))))))
5.97,6.19,not very far to the right of the right side of the edge of the far half of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN side)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN cup))))))))))))))
5.51,5.84,not very near from the edge of the far half of the bottle,(S1 (ADVP (RB not) (ADVP (RB very) (RB near)) (PP (IN from) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
